SliceNumber,ClusterCount
11,0
5,0
9,0
31,0
27,0
26,1
30,0
8,0
4,0
10,0
21,0
17,0
3,0
2,0
16,0
20,0
23,1
19,0
15,0
14,0
18,0
34,0
22,0
29,0
7,0
13,0
25,1
33,0
32,0
24,1
12,0
6,0
28,0
