SliceNumber,ClusterCount
14,1
18,0
34,0
6,0
22,0
23,0
7,0
19,0
15,1
32,0
24,0
12,1
28,0
29,0
13,1
25,0
33,0
26,0
2,0
30,0
10,0
11,1
31,0
3,0
27,0
8,0
16,1
20,0
4,0
5,0
21,0
17,0
9,0
