SliceNumber,ClusterCount
25,1
33,0
13,1
29,1
28,1
12,1
32,0
24,1
15,0
19,0
23,1
7,0
34,0
6,0
22,1
18,0
14,0
9,0
17,0
5,0
21,1
20,0
4,0
16,0
8,0
31,0
3,0
27,1
11,0
10,0
26,1
2,0
30,0
