SliceNumber,ClusterCount
9,0
21,0
5,0
17,0
16,0
4,0
20,0
8,0
3,0
11,1
27,0
31,0
30,0
26,0
10,0
2,0
29,0
13,1
33,0
25,0
24,0
32,0
12,1
28,0
23,0
19,0
15,0
7,0
6,0
14,1
18,0
22,0
34,0
