SliceNumber,ClusterCount
3,0
13,1
29,0
33,0
25,0
24,0
32,0
28,0
12,1
2,0
9,0
19,1
23,1
5,0
15,2
14,1
4,0
22,1
34,0
18,3
8,0
21,1
17,2
7,0
6,0
16,2
20,1
11,1
27,0
31,0
30,0
26,0
10,0
