SliceNumber,ClusterCount
32,0
24,0
12,1
28,0
29,0
13,1
25,0
33,0
14,1
18,0
34,0
7,0
22,0
23,0
6,0
19,0
15,1
9,1
16,1
20,0
5,0
4,0
21,0
17,1
8,1
26,0
3,0
30,0
10,1
11,1
31,0
2,0
27,0
