SliceNumber,ClusterCount
21,0
17,0
6,0
16,0
7,1
20,0
11,1
27,0
31,0
30,0
26,0
10,1
2,0
13,1
29,0
33,0
25,0
24,0
32,0
28,0
3,0
12,1
8,1
19,0
23,0
4,0
15,0
5,0
14,0
22,0
34,0
9,1
18,0
