SliceNumber,ClusterCount
28,1
4,0
12,0
24,1
8,0
32,0
9,0
33,0
25,1
13,0
5,0
29,1
22,1
34,0
18,2
2,0
14,0
15,0
3,0
19,1
23,1
20,1
16,0
17,0
21,1
10,0
6,0
30,0
26,1
27,1
31,0
7,0
11,0
