SliceNumber,ClusterCount
34,0
22,0
18,1
14,1
15,1
19,2
23,1
7,0
28,0
12,1
32,0
24,1
25,1
33,0
13,1
29,0
6,0
10,1
5,0
26,1
30,0
9,0
8,0
31,0
27,1
4,0
11,1
20,1
16,1
3,0
2,0
17,1
21,0
