SliceNumber,ClusterCount
23,1
19,1
2,0
15,0
14,0
3,0
18,1
34,0
22,1
29,1
13,0
8,0
25,1
33,0
4,0
5,0
32,0
24,1
9,0
12,0
28,1
11,0
6,0
31,0
27,1
26,1
30,1
7,0
10,0
21,1
17,1
16,0
20,1
