SliceNumber,ClusterCount
12,0
28,0
32,0
24,0
25,0
33,0
29,0
13,0
18,0
34,0
22,0
7,0
14,0
15,0
6,0
23,0
19,0
20,0
9,0
16,0
5,0
4,0
17,0
8,0
21,0
10,0
3,1
26,0
30,0
31,0
27,0
2,1
11,0
