SliceNumber,ClusterCount
20,2
7,0
16,0
17,0
6,0
21,2
10,0
30,0
26,0
27,0
31,0
11,0
12,0
3,0
28,0
24,0
32,0
33,0
25,0
29,0
2,0
13,0
18,2
22,1
9,0
34,0
14,0
5,0
4,0
15,0
8,0
23,0
19,2
