SliceNumber,ClusterCount
15,0
23,2
19,0
18,0
22,1
34,0
14,0
33,0
25,2
29,0
6,0
13,0
12,0
28,0
7,0
24,2
32,0
27,0
8,0
31,0
11,0
4,0
5,0
10,0
30,0
26,2
9,0
17,0
2,0
21,0
20,0
3,0
16,0
