SliceNumber,ClusterCount
7,0
21,1
17,0
16,0
20,0
6,0
11,0
27,0
31,0
30,0
26,0
10,0
29,0
13,0
33,0
25,0
3,0
2,0
24,1
32,0
12,0
28,0
23,1
19,0
5,0
15,0
9,0
8,0
14,0
4,0
18,0
22,1
34,0
