SliceNumber,ClusterCount
20,1
6,0
16,1
17,1
7,0
21,1
10,0
26,2
30,1
31,1
27,2
11,0
12,0
28,1
2,0
32,1
24,1
25,1
33,1
3,0
29,1
13,0
18,1
4,0
34,0
22,1
14,1
8,0
9,0
15,0
23,1
5,0
19,1
