SliceNumber,ClusterCount
33,0
25,0
13,0
29,0
28,0
12,0
24,0
32,0
6,1
15,0
19,0
23,0
22,0
34,0
18,0
14,0
7,1
17,0
4,1
21,0
8,1
9,1
20,0
5,1
16,0
27,0
31,0
11,0
2,0
3,0
10,2
30,0
26,0
