SliceNumber,ClusterCount
11,0
8,1
27,0
4,0
31,0
30,0
5,1
26,0
9,1
10,0
21,0
2,0
17,0
16,0
3,0
20,0
23,0
19,0
15,0
14,0
18,0
22,0
34,0
29,0
13,0
33,0
6,1
25,0
24,0
7,1
32,0
12,0
28,0
