SliceNumber,ClusterCount
29,0
8,0
13,0
25,2
4,0
33,0
32,0
5,0
24,3
12,0
9,0
28,1
23,2
2,0
19,0
15,0
14,0
18,0
34,0
3,0
22,2
21,2
17,0
16,0
20,1
11,0
31,0
6,0
27,2
26,2
7,0
30,0
10,0
