SliceNumber,ClusterCount
32,0
24,0
12,1
28,0
29,0
13,1
25,0
33,0
14,2
18,1
6,0
34,0
22,0
23,0
19,0
7,0
15,2
8,0
16,2
20,0
4,0
5,0
21,0
9,0
17,1
26,0
30,0
2,0
10,0
11,0
3,0
31,0
27,0
