SliceNumber,ClusterCount
5,0
20,0
9,0
16,1
17,1
8,0
21,0
4,0
10,0
30,0
3,0
26,0
27,0
2,0
31,0
11,0
12,0
28,0
24,0
32,0
33,0
25,0
29,0
13,0
18,1
22,0
7,0
34,0
14,1
15,1
6,0
23,0
19,1
