SliceNumber,ClusterCount
10,0
30,0
26,0
3,0
2,0
27,0
31,0
11,0
20,2
5,0
16,0
9,0
8,0
17,1
4,0
21,1
7,0
18,1
22,1
34,0
14,0
15,0
23,1
19,1
6,0
12,0
28,0
24,1
32,0
33,0
25,0
29,0
13,0
