SliceNumber,ClusterCount
24,1
32,0
12,0
28,1
29,1
13,0
33,0
25,1
14,0
7,0
18,0
22,0
34,0
23,1
19,0
6,0
15,0
5,0
16,0
9,0
20,0
21,1
8,0
17,0
4,0
30,0
26,1
3,0
10,0
11,0
2,0
27,0
31,0
