SliceNumber,ClusterCount
12,0
28,0
3,0
32,0
24,0
25,0
33,0
2,0
29,0
13,0
5,0
18,2
34,0
22,0
9,0
14,1
15,1
8,0
23,0
19,1
4,0
20,1
7,0
16,1
17,1
6,0
21,0
10,0
26,0
30,0
31,0
27,0
11,0
