SliceNumber,ClusterCount
2,0
14,2
34,0
22,0
18,1
19,1
23,0
15,2
3,0
32,0
24,0
8,0
28,0
4,0
12,1
13,1
5,0
29,0
9,0
25,0
33,0
26,0
30,0
10,0
6,0
7,0
11,0
31,0
27,0
16,1
20,1
21,1
17,1
