SliceNumber,ClusterCount
16,1
6,0
20,0
21,0
7,0
17,1
30,0
26,0
10,0
11,0
27,0
31,0
24,0
2,0
32,0
12,0
28,0
29,0
13,0
33,1
3,0
25,0
14,1
8,0
18,1
22,0
4,0
34,0
5,0
23,0
19,0
9,0
15,1
