SliceNumber,ClusterCount
11,1
27,1
31,0
30,0
26,0
10,1
21,0
6,1
17,0
16,0
7,1
20,0
19,0
23,0
8,1
15,0
4,0
5,1
14,0
9,1
22,0
34,0
18,0
13,0
29,1
2,0
33,1
25,0
24,0
32,0
3,0
28,1
12,0
