SliceNumber,ClusterCount
27,0
31,0
9,0
11,0
5,0
4,0
10,0
8,0
30,0
26,1
17,1
3,0
21,2
20,1
2,0
16,1
15,0
23,1
19,1
18,1
22,1
34,0
14,0
33,0
25,1
7,0
29,0
13,0
12,0
28,0
6,0
24,1
32,0
