SliceNumber,ClusterCount
23,0
19,1
15,2
14,1
18,1
34,0
22,1
29,0
13,1
6,0
25,0
33,0
32,0
24,1
7,0
12,0
28,0
4,0
11,0
8,0
31,0
27,0
26,0
30,0
9,0
10,0
5,0
21,1
2,0
17,2
16,2
3,0
20,1
