SliceNumber,ClusterCount
15,1
5,0
19,1
9,0
23,0
34,0
22,0
8,0
18,2
4,0
14,0
25,0
33,0
13,0
3,0
29,0
28,0
2,0
12,0
32,0
24,0
31,0
27,0
11,0
10,0
26,0
30,0
7,0
17,2
21,0
20,0
16,2
6,0
