SliceNumber,ClusterCount
14,0
22,3
34,0
18,0
3,0
2,0
19,1
23,1
15,0
24,1
32,0
5,0
28,0
12,0
9,0
8,0
13,0
29,0
4,0
33,0
25,0
7,0
30,0
26,0
10,0
11,0
27,0
31,0
6,0
16,0
20,1
21,3
17,0
