SliceNumber,ClusterCount
16,0
7,0
20,0
21,0
6,0
17,0
26,0
30,2
10,0
11,0
31,2
27,0
32,1
24,0
3,0
12,0
28,1
29,1
13,0
2,0
25,0
33,1
5,0
14,0
9,0
18,0
34,0
22,0
23,0
19,0
8,0
15,0
4,0
