SliceNumber,ClusterCount
23,0
19,0
3,0
15,0
14,0
2,0
18,0
22,0
34,0
5,0
29,1
13,0
33,0
9,0
25,0
24,0
8,0
32,0
12,0
28,1
4,0
11,0
7,0
27,1
31,0
30,1
26,1
6,0
10,0
21,0
17,0
16,0
20,0
