SliceNumber,ClusterCount
31,0
27,0
9,0
5,0
11,0
10,0
4,0
8,0
26,0
30,0
3,0
17,0
21,1
20,1
16,0
2,0
15,0
19,1
23,0
34,0
22,1
18,1
14,0
25,0
33,0
13,0
7,0
29,0
28,0
6,0
12,0
32,0
24,0
