SliceNumber,ClusterCount
20,1
6,0
16,0
17,0
7,0
21,1
10,0
30,0
26,0
27,0
31,0
11,0
28,0
12,0
2,0
24,0
32,0
33,0
25,0
3,0
13,0
29,0
4,0
22,1
34,0
18,1
8,0
14,0
15,0
9,0
19,1
23,0
5,0
