SliceNumber,ClusterCount
22,0
34,0
18,0
14,0
2,0
3,0
15,0
19,0
23,1
28,0
12,0
4,0
24,0
32,0
8,0
9,0
33,0
25,0
5,0
13,0
29,0
6,0
10,0
30,0
26,0
27,1
31,0
11,0
7,0
20,0
16,0
17,0
21,0
