SliceNumber,ClusterCount
22,0
34,0
18,1
14,0
2,0
3,0
15,1
19,1
23,0
28,0
12,0
4,0
24,0
32,0
8,0
9,0
33,0
25,0
5,0
13,0
29,0
6,0
10,0
30,0
26,0
27,0
31,0
11,0
7,0
20,0
16,1
17,1
21,0
