SliceNumber,ClusterCount
17,0
21,0
20,0
16,0
7,0
27,0
31,0
11,0
10,0
30,0
26,0
6,1
33,0
25,0
5,0
29,0
9,0
13,0
12,0
8,0
28,0
4,1
24,0
32,0
15,0
23,0
3,0
19,0
18,0
2,0
22,0
34,0
14,0
