SliceNumber,ClusterCount
24,0
32,0
4,0
28,0
12,1
8,0
13,1
9,0
29,0
5,0
33,0
25,0
14,0
22,0
34,0
18,0
2,0
19,0
3,0
23,0
15,0
16,0
20,0
21,0
17,0
6,0
30,0
26,0
10,1
11,1
27,0
31,0
7,0
